id,tier,tags,prompt,required_labels,n_properties,property_types
tpl-t1-sq-WXYZ-s6,1,templated|quadrilateral|square,Create a diagram showing a square WXYZ with side length 6. Label all four vertices in order.,W|X|Y|Z,5,right_angle|right_angle|right_angle|right_angle|equal_lengths
tpl-t1-sq-QRST-s3,1,templated|quadrilateral|square,I need a drawing of a square QRST with side length 3. Label all four vertices in order.,Q|R|S|T,5,right_angle|right_angle|right_angle|right_angle|equal_lengths
tpl-t1-sq-QRST-s4,1,templated|quadrilateral|square,Draw a square QRST with side length 4. Label all four vertices in order.,Q|R|S|T,5,right_angle|right_angle|right_angle|right_angle|equal_lengths
tpl-t1-sq-QRST-s5,1,templated|quadrilateral|square,Sketch a square QRST with side length 5. Label all four vertices in order.,Q|R|S|T,5,right_angle|right_angle|right_angle|right_angle|equal_lengths
tpl-t1-sq-QRST-s6,1,templated|quadrilateral|square,Construct a square QRST with side length 6. Label all four vertices in order.,Q|R|S|T,5,right_angle|right_angle|right_angle|right_angle|equal_lengths
tpl-t1-rect-ABCD-5x3,1,templated|quadrilateral|rectangle,Draw a rectangle ABCD with horizontal side length 5 and vertical side length 3. Label all four vertices in order.,A|B|C|D,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-ABCD-6x4,1,templated|quadrilateral|rectangle,Sketch a rectangle ABCD with horizontal side length 6 and vertical side length 4. Label all four vertices in order.,A|B|C|D,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-ABCD-8x4,1,templated|quadrilateral|rectangle,Construct a rectangle ABCD with horizontal side length 8 and vertical side length 4. Label all four vertices in order.,A|B|C|D,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-ABCD-7x3,1,templated|quadrilateral|rectangle,Make a diagram of a rectangle ABCD with horizontal side length 7 and vertical side length 3. Label all four vertices in order.,A|B|C|D,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-ABCD-10x5,1,templated|quadrilateral|rectangle,Show a rectangle ABCD with horizontal side length 10 and vertical side length 5. Label all four vertices in order.,A|B|C|D,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-EFGH-5x3,1,templated|quadrilateral|rectangle,Create a diagram showing a rectangle EFGH with horizontal side length 5 and vertical side length 3. Label all four vertices in order.,E|F|G|H,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-EFGH-6x4,1,templated|quadrilateral|rectangle,I need a drawing of a rectangle EFGH with horizontal side length 6 and vertical side length 4. Label all four vertices in order.,E|F|G|H,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-EFGH-8x4,1,templated|quadrilateral|rectangle,Draw a rectangle EFGH with horizontal side length 8 and vertical side length 4. Label all four vertices in order.,E|F|G|H,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-EFGH-7x3,1,templated|quadrilateral|rectangle,Sketch a rectangle EFGH with horizontal side length 7 and vertical side length 3. Label all four vertices in order.,E|F|G|H,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-EFGH-10x5,1,templated|quadrilateral|rectangle,Construct a rectangle EFGH with horizontal side length 10 and vertical side length 5. Label all four vertices in order.,E|F|G|H,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-JKLM-5x3,1,templated|quadrilateral|rectangle,Make a diagram of a rectangle JKLM with horizontal side length 5 and vertical side length 3. Label all four vertices in order.,J|K|L|M,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-JKLM-6x4,1,templated|quadrilateral|rectangle,Show a rectangle JKLM with horizontal side length 6 and vertical side length 4. Label all four vertices in order.,J|K|L|M,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-JKLM-8x4,1,templated|quadrilateral|rectangle,Create a diagram showing a rectangle JKLM with horizontal side length 8 and vertical side length 4. Label all four vertices in order.,J|K|L|M,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-JKLM-7x3,1,templated|quadrilateral|rectangle,I need a drawing of a rectangle JKLM with horizontal side length 7 and vertical side length 3. Label all four vertices in order.,J|K|L|M,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-JKLM-10x5,1,templated|quadrilateral|rectangle,Draw a rectangle JKLM with horizontal side length 10 and vertical side length 5. Label all four vertices in order.,J|K|L|M,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-PQRS-5x3,1,templated|quadrilateral|rectangle,Sketch a rectangle PQRS with horizontal side length 5 and vertical side length 3. Label all four vertices in order.,P|Q|R|S,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-PQRS-6x4,1,templated|quadrilateral|rectangle,Construct a rectangle PQRS with horizontal side length 6 and vertical side length 4. Label all four vertices in order.,P|Q|R|S,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-PQRS-8x4,1,templated|quadrilateral|rectangle,Make a diagram of a rectangle PQRS with horizontal side length 8 and vertical side length 4. Label all four vertices in order.,P|Q|R|S,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-PQRS-7x3,1,templated|quadrilateral|rectangle,Show a rectangle PQRS with horizontal side length 7 and vertical side length 3. Label all four vertices in order.,P|Q|R|S,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-PQRS-10x5,1,templated|quadrilateral|rectangle,Create a diagram showing a rectangle PQRS with horizontal side length 10 and vertical side length 5. Label all four vertices in order.,P|Q|R|S,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-WXYZ-5x3,1,templated|quadrilateral|rectangle,I need a drawing of a rectangle WXYZ with horizontal side length 5 and vertical side length 3. Label all four vertices in order.,W|X|Y|Z,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-WXYZ-6x4,1,templated|quadrilateral|rectangle,Draw a rectangle WXYZ with horizontal side length 6 and vertical side length 4. Label all four vertices in order.,W|X|Y|Z,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-WXYZ-8x4,1,templated|quadrilateral|rectangle,Sketch a rectangle WXYZ with horizontal side length 8 and vertical side length 4. Label all four vertices in order.,W|X|Y|Z,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-WXYZ-7x3,1,templated|quadrilateral|rectangle,Construct a rectangle WXYZ with horizontal side length 7 and vertical side length 3. Label all four vertices in order.,W|X|Y|Z,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-WXYZ-10x5,1,templated|quadrilateral|rectangle,Make a diagram of a rectangle WXYZ with horizontal side length 10 and vertical side length 5. Label all four vertices in order.,W|X|Y|Z,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-QRST-5x3,1,templated|quadrilateral|rectangle,Show a rectangle QRST with horizontal side length 5 and vertical side length 3. Label all four vertices in order.,Q|R|S|T,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-QRST-6x4,1,templated|quadrilateral|rectangle,Create a diagram showing a rectangle QRST with horizontal side length 6 and vertical side length 4. Label all four vertices in order.,Q|R|S|T,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-QRST-8x4,1,templated|quadrilateral|rectangle,I need a drawing of a rectangle QRST with horizontal side length 8 and vertical side length 4. Label all four vertices in order.,Q|R|S|T,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-QRST-7x3,1,templated|quadrilateral|rectangle,Draw a rectangle QRST with horizontal side length 7 and vertical side length 3. Label all four vertices in order.,Q|R|S|T,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-rect-QRST-10x5,1,templated|quadrilateral|rectangle,Sketch a rectangle QRST with horizontal side length 10 and vertical side length 5. Label all four vertices in order.,Q|R|S|T,6,right_angle|right_angle|right_angle|right_angle|equal_lengths|equal_lengths
tpl-t1-mid-AB-M-l4,1,templated|segment|midpoint,"Draw a segment AB of length 4 and mark its midpoint M. Label points A, B, and M.",A|B|M,2,midpoint|point_on_segment
tpl-t1-mid-AB-M-l6,1,templated|segment|midpoint,"Sketch a segment AB of length 6 and mark its midpoint M. Label points A, B, and M.",A|B|M,2,midpoint|point_on_segment
tpl-t1-mid-AB-M-l8,1,templated|segment|midpoint,"Construct a segment AB of length 8 and mark its midpoint M. Label points A, B, and M.",A|B|M,2,midpoint|point_on_segment
tpl-t1-mid-AB-M-l10,1,templated|segment|midpoint,"Make a diagram of a segment AB of length 10 and mark its midpoint M. Label points A, B, and M.",A|B|M,2,midpoint|point_on_segment
tpl-t1-mid-CD-M-l4,1,templated|segment|midpoint,"Show a segment CD of length 4 and mark its midpoint M. Label points C, D, and M.",C|D|M,2,midpoint|point_on_segment
tpl-t1-mid-CD-M-l6,1,templated|segment|midpoint,"Create a diagram showing a segment CD of length 6 and mark its midpoint M. Label points C, D, and M.",C|D|M,2,midpoint|point_on_segment
tpl-t1-mid-CD-M-l8,1,templated|segment|midpoint,"I need a drawing of a segment CD of length 8 and mark its midpoint M. Label points C, D, and M.",C|D|M,2,midpoint|point_on_segment
tpl-t1-mid-CD-M-l10,1,templated|segment|midpoint,"Draw a segment CD of length 10 and mark its midpoint M. Label points C, D, and M.",C|D|M,2,midpoint|point_on_segment
tpl-t1-mid-PQ-M-l4,1,templated|segment|midpoint,"Sketch a segment PQ of length 4 and mark its midpoint M. Label points P, Q, and M.",P|Q|M,2,midpoint|point_on_segment
tpl-t1-mid-PQ-M-l6,1,templated|segment|midpoint,"Construct a segment PQ of length 6 and mark its midpoint M. Label points P, Q, and M.",P|Q|M,2,midpoint|point_on_segment
tpl-t1-mid-PQ-M-l8,1,templated|segment|midpoint,"Make a diagram of a segment PQ of length 8 and mark its midpoint M. Label points P, Q, and M.",P|Q|M,2,midpoint|point_on_segment
tpl-t1-mid-PQ-M-l10,1,templated|segment|midpoint,"Show a segment PQ of length 10 and mark its midpoint M. Label points P, Q, and M.",P|Q|M,2,midpoint|point_on_segment
tpl-t1-mid-RS-M-l4,1,templated|segment|midpoint,"Create a diagram showing a segment RS of length 4 and mark its midpoint M. Label points R, S, and M.",R|S|M,2,midpoint|point_on_segment
tpl-t1-mid-RS-M-l6,1,templated|segment|midpoint,"I need a drawing of a segment RS of length 6 and mark its midpoint M. Label points R, S, and M.",R|S|M,2,midpoint|point_on_segment
tpl-t1-mid-RS-M-l8,1,templated|segment|midpoint,"Draw a segment RS of length 8 and mark its midpoint M. Label points R, S, and M.",R|S|M,2,midpoint|point_on_segment
tpl-t1-mid-RS-M-l10,1,templated|segment|midpoint,"Sketch a segment RS of length 10 and mark its midpoint M. Label points R, S, and M.",R|S|M,2,midpoint|point_on_segment
tpl-t1-mid-XY-M-l4,1,templated|segment|midpoint,"Construct a segment XY of length 4 and mark its midpoint M. Label points X, Y, and M.",X|Y|M,2,midpoint|point_on_segment
tpl-t1-mid-XY-M-l6,1,templated|segment|midpoint,"Make a diagram of a segment XY of length 6 and mark its midpoint M. Label points X, Y, and M.",X|Y|M,2,midpoint|point_on_segment
tpl-t1-mid-XY-M-l8,1,templated|segment|midpoint,"Show a segment XY of length 8 and mark its midpoint M. Label points X, Y, and M.",X|Y|M,2,midpoint|point_on_segment
tpl-t1-mid-XY-M-l10,1,templated|segment|midpoint,"Create a diagram showing a segment XY of length 10 and mark its midpoint M. Label points X, Y, and M.",X|Y|M,2,midpoint|point_on_segment
tpl-t1-mid-MN-K-l4,1,templated|segment|midpoint,"I need a drawing of a segment MN of length 4 and mark its midpoint K. Label points M, N, and K.",M|N|K,2,midpoint|point_on_segment
tpl-t1-mid-MN-K-l6,1,templated|segment|midpoint,"Draw a segment MN of length 6 and mark its midpoint K. Label points M, N, and K.",M|N|K,2,midpoint|point_on_segment
tpl-t1-mid-MN-K-l8,1,templated|segment|midpoint,"Sketch a segment MN of length 8 and mark its midpoint K. Label points M, N, and K.",M|N|K,2,midpoint|point_on_segment
tpl-t1-mid-MN-K-l10,1,templated|segment|midpoint,"Construct a segment MN of length 10 and mark its midpoint K. Label points M, N, and K.",M|N|K,2,midpoint|point_on_segment
tpl-t1-mid-UV-M-l4,1,templated|segment|midpoint,"Make a diagram of a segment UV of length 4 and mark its midpoint M. Label points U, V, and M.",U|V|M,2,midpoint|point_on_segment
tpl-t1-mid-UV-M-l6,1,templated|segment|midpoint,"Show a segment UV of length 6 and mark its midpoint M. Label points U, V, and M.",U|V|M,2,midpoint|point_on_segment
tpl-t2-alt-ABC-H-60-70,2,templated|triangle|altitude|perpendicular,"Draw an acute triangle ABC where the angle at B is 60° and the angle at C is 70°. Drop the altitude from vertex A to side BC, meeting it at the foot H. Mark the right angle at H and label all four points.",A|B|C|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-ABC-H-50-80,2,templated|triangle|altitude|perpendicular,"Sketch an acute triangle ABC where the angle at B is 50° and the angle at C is 80°. Drop the altitude from vertex A to side BC, meeting it at the foot H. Mark the right angle at H and label all four points.",A|B|C|H,3,right_angle|point_on_segment|mark_present
tpl-t2-alt-ABC-H-55-65,2,templated|triangle|altitude|perpendicular,"Construct an acute triangle ABC where the angle at B is 55° and the angle at C is 65°. Drop the altitude from vertex A to side BC, meeting it at the foot H. Mark the right angle at H and label all four points.",A|B|C|H,3,right_angle|point_on_segment|mark_present
